Branch,Party_Group,Group_Description,Party_no,Party_name,Party_BLOC,Business_Locationname,PRT_SBLOC,LocationIdentifier_Name,Customer_State,Customer_City,LocationIdentifier_State,LocationIdentifier_City,Customer_Type,Cong_Typ,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Total_Revenue
TN,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00407,AXIS MAX LIFE INSURANCE LIMITED_KERALA                                                              ,Y00670,AXIS MAX LIFE INSURANCE LIMITED_KERALA                                                              ,Z00182,Thrivuvanathapuram  ATVM                                                                            ,KERALA                                  ,Thiruvananthapuram  ,Kerala                                                                                                                                                ,Thiruvananthapuram                                ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,6550,6850,6050,6500,7050,7500,7500,7500,7500,63000
TN,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00407,AXIS MAX LIFE INSURANCE LIMITED_KERALA                                                              ,Y00670,AXIS MAX LIFE INSURANCE LIMITED_KERALA                                                              ,      ,                                                                                                    ,KERALA                                  ,Thiruvananthapuram  ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,37160,13112,51407,22090,23084,0,19003,14903,9350,190109
TN,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00410,AXIS MAX LIFE INSURANCE LIMITED_PONDICHERRY                                                         ,Y00670,AXIS MAX LIFE INSURANCE LIMITED                                                                     ,Z00028,Anna Nagar-APPD1                                                                                    ,PONDICHERRY                             ,Pondicherry         ,Pondicherry                                                                                                                                           ,Pondicherry                                       ,Direct Customer                                                       ,                                                                      ,0,0,0,0,12711,0,0,0,0,12711
TN,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00410,AXIS MAX LIFE INSURANCE LIMITED_PONDICHERRY                                                         ,Y00670,AXIS MAX LIFE INSURANCE LIMITED                                                                     ,Z00005,"Jk Tower, APON1                                                                                     ",PONDICHERRY                             ,Pondicherry         ,Pondicherry                                                                                                                                           ,Pondicherry                                       ,Direct Customer                                                       ,                                                                      ,1000,1500,1000,1000,500,1000,0,21754,1000,28754
TN,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00412,AXIS MAX LIFE INSURANCE LIMITED_TAMILNADU                                                           ,Y00670,AXIS MAX LIFE INSURANCE LIMITED_TAMIL NADU                                                          ,Z00075,Diamond Dune Office Code ACHE1                                                                      ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,8400,8500,8000,9850,9350,10000,10000,16845,10000,90945
TN,DG0239,MAX LIFE INSURANCE COMPANY LIMITED                                                                  ,D00412,AXIS MAX LIFE INSURANCE LIMITED_TAMILNADU                                                           ,Y00670,AXIS MAX LIFE INSURANCE LIMITED_TAMIL NADU                                                          ,      ,                                                                                                    ,TAMIL NADU                              ,Chennai             ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,38406,2383,41633,5100,37855,0,12963,0,0,138340
TN,      ,                                                                                                    ,D04669,AYUR MARKETING_KARNATAKA                                                                            ,Y07312,AYUR MARKETING_KARNATAKA                                                                            ,Z00002,BAYER SCIENCE & INNOVATION PVT LTD                                                                  ,Karnataka                               ,Bengaluru           ,Karnataka                                                                                                                                             ,CHIKKABALAPUR                                     ,Distributor                                                           ,DISTRIBUTOR                                                           ,0,0,0,0,0,0,0,0,23400,23400
TN,      ,                                                                                                    ,D04748,BAJAJ FINANCE LIMITED_KERALA                                                                        ,Y07397,BAJAJ FINANCE LIMITED                                                                               ,Z00001,MALAPPURAM                                                                                          ,KERALA                                  ,MALAPPURAM          ,Kerala                                                                                                                                                ,MALAPPURAM                                        ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,0,0,0,8107,8107
TN,      ,                                                                                                    ,D04748,BAJAJ FINANCE LIMITED_KERALA                                                                        ,Y07397,BAJAJ FINANCE LIMITED                                                                               ,Z00002,ALAPPUZHA                                                                                           ,KERALA                                  ,MALAPPURAM          ,Kerala                                                                                                                                                ,ALAPPUZHA                                         ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,0,0,0,8107,8107
TN,DG0258,BANK OF INDIA                                                                                       ,D00454,BANK OF INDIA_TAMILNADU                                                                             ,Y00738,BANK OF INDIA_TAMIL NADU                                                                            ,Z00001,Annasalai                                                                                           ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,4870,5270,1200,5420,5120,3429.5,5149.5,1200,4109.5,35768.5
TN,DG0258,BANK OF INDIA                                                                                       ,D00454,BANK OF INDIA_TAMILNADU                                                                             ,Y00738,BANK OF INDIA_TAMIL NADU                                                                            ,Z00002,Spencer plaza                                                                                       ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,800,800,800,3780,800,3085,800,800,800,12465
TN,DG0267,BEHIND FORCE TECH SOLUTION PRIVATE LIMITED                                                          ,D00468,BEHIND FORCE TECH SOLUTION PRIVATE LIMITED_TAMILNADU                                                ,Y00783,BEHIND FORCE TECH SOLUTION PRIVATE LIMITED_TAMIL NADU                                               ,Z00002,Doctor Vikram Sarabai Instronic Estate                                                              ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,18583.3,8500,8500,3000,9600,7000,8500,8500,9600,81783.3
TN,DG0317,BLUE STAR LIMITED                                                                                   ,D00532,BLUE STAR LIMITED_KERALA                                                                            ,Y00891,BLUE STAR LIMITED_KERALA                                                                            ,Z00003,Prestige TMS Square                                                                                 ,KERALA                                  ,Kochi               ,Kerala                                                                                                                                                ,Kochi                                             ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,7687.5,29762,25360,26357.5,25606.5,25079.5,24980.5,17756,25826.5,208416
TN,DG0327,BOT VFX (INDIA) PRIVATE LIMITED                                                                     ,D00549,BOT VFX (INDIA) PRIVATE LIMITED_TAMILNADU                                                           ,Y00918,BOT VFX (INDIA) PRIVATE LIMITED_TAMIL NADU                                                          ,Z00001,LBR TOWERS                                                                                          ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,65861,69100,60290,64000,48200,69041,67716,75074,66825,586107
TN,DG0328,BOTTLE LAB TECHNOLOGIES PRIVATE LIMITED                                                             ,D00552,BOTTLE LAB TECHNOLOGIES PRIVATE LIMITED_TAMILNADU                                                   ,Y05845,STRYKER INDIA PVT LTD_TAMIL NADU                                                                    ,Z00001,STRYKER INDIA PVT LTD                                                                               ,TAMIL NADU                              ,Hosur               ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,13000,1000,350,13188.1,1000,12444,2050,1000,1000,45032.1
TN,DG0328,BOTTLE LAB TECHNOLOGIES PRIVATE LIMITED                                                             ,D00552,BOTTLE LAB TECHNOLOGIES PRIVATE LIMITED_TAMILNADU                                                   ,Y01677,DTCC_TAMIL NADU                                                                                     ,Z00001,DTCC-4th Floor B Block                                                                              ,TAMIL NADU                              ,Hosur               ,Tamil Nadu                                                                                                                                            ,Saidapet                                          ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,2000,2000,2000,2000,2000,2000,2000,2000,2000,18000
TN,DG0328,BOTTLE LAB TECHNOLOGIES PRIVATE LIMITED                                                             ,D00552,BOTTLE LAB TECHNOLOGIES PRIVATE LIMITED_TAMILNADU                                                   ,Y01678,DTCC_TAMIL NADU                                                                                     ,Z00001,DTCC-3Rd Floor A Block                                                                              ,TAMIL NADU                              ,Hosur               ,Tamil Nadu                                                                                                                                            ,Saidapet                                          ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,15491.72,14757.62,15810.96,2000,5360,16932,6032,2672,20549.52,99605.82
TN,DG0337,BRIGHT RIVER MRC INDIA PRIVATE LIMITED                                                              ,D00565,BRIGHT RIVER MRC INDIA PRIVATE LIMITED_TAMILNADU                                                    ,Y00939,BRIGHT RIVER MRC INDIA PRIVATE LIMITED_TAMIL NADU                                                   ,Z00002,NELSON MANICKEM ROAD                                                                                ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,58295.6,53140,52349,27980,56144,50060,13868,42252,12908,366996.6
TN,DG0375,CARISMA SOLUTIONS PRIVATE LIMITED                                                                   ,D00613,CARISMA SOLUTIONS PRIVATE LIMITED_TAMILNADU                                                         ,Y01053,CARISMA SOLUTIONS PRIVATE LIMITED_TAMIL NADU                                                        ,Z00004,Thirupura arcade                                                                                    ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,1300,15900,1300,1300,1300,15900,1300,1300,1300,40900
TN,DG0375,CARISMA SOLUTIONS PRIVATE LIMITED                                                                   ,D00613,CARISMA SOLUTIONS PRIVATE LIMITED_TAMILNADU                                                         ,Y01053,CARISMA SOLUTIONS PRIVATE LIMITED_TAMIL NADU                                                        ,Z00001,BUHARI TOWERS                                                                                       ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,7400,18260,10900,32500,17900,18620,18140,18140,11140,153000
TN,DG0375,CARISMA SOLUTIONS PRIVATE LIMITED                                                                   ,D00613,CARISMA SOLUTIONS PRIVATE LIMITED_TAMILNADU                                                         ,Y01053,CARISMA SOLUTIONS PRIVATE LIMITED_TAMIL NADU                                                        ,Z00002,RAHEJA TOWERS                                                                                       ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,10290,10290,15300,15540,11340,12160,8540,1300,15540,100300
TN,DG0386,CATERPILLAR INDIA                                                                                   ,D00653,CATERPILLAR INDIA ENGINEERING SOLUTIONS PRIVATE LIMITED_TAMILNADU                                   ,Y01078,CATERPILLAR INDIA ENGINEERING SOLUTIONS PRIVATE LIMITED_TAMIL NADU                                  ,Z00007,IITM TARAMANI                                                                                       ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,86940.4,81508.92,87345.22,37830,133196.24,75506.88,80303.11,79385.22,82718.11,744734.1
TN,DG0386,CATERPILLAR INDIA                                                                                   ,D00653,CATERPILLAR INDIA ENGINEERING SOLUTIONS PRIVATE LIMITED_TAMILNADU                                   ,Y01078,CATERPILLAR INDIA ENGINEERING SOLUTIONS PRIVATE LIMITED_TAMIL NADU                                  ,Z00003,ASCENDAS -7TH FLR                                                                                   ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-LOCAL MULTI LOCATION                                        ,149819.04,128043.92,146185.22,145943.12,128345.22,109945.88,123525.22,130615.88,114683.12,1177106.62
TN,DG0386,CATERPILLAR INDIA                                                                                   ,D00655,CATERPILLAR INDIA PRIVATE LIMITED_TAMILNADU                                                         ,Y01076,CATER PILLAR INDIA PRIVATE LIMITED_TAMIL NADU                                                       ,Z00007,MELNA                                                                                               ,TAMIL NADU                              ,Thiruvallur         ,Tamil Nadu                                                                                                                                            ,Thiruvallur                                       ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,1079335.69,1189305,1772189.94,1359828.19,1215649.97,1351583.46,1213786.59,1208695.9,1329929.49,11720304.23
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00661,CBRE SOUTH ASIA PRIVATE LIMITED_KERALA                                                              ,Y01249,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_KERALA                                         ,Z00053,CTS NAVEDA-KOCHI                                                                                    ,KERALA                                  ,Ernakulam           ,Kerala                                                                                                                                                ,Kunnathunad                                       ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,60867.55,73346.65,60195.25,60500.4,254909.85
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00661,CBRE SOUTH ASIA PRIVATE LIMITED_KERALA                                                              ,Y02874,IRON MOUNTAIN INDIA PVT LTD_KERALA                                                                  ,Z00003,IRON MOUNTAIN - Kochi - BTS                                                                         ,KERALA                                  ,Ernakulam           ,Kerala                                                                                                                                                ,Kunnathunad                                       ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,0,5277.85,0,0,6919.72,0,0,5730.23,0,17927.8
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00661,CBRE SOUTH ASIA PRIVATE LIMITED_KERALA                                                              ,Y01249,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_KERALA                                         ,Z00054,CTS NAVEDA-KOCHI MUMBAI                                                                             ,KERALA                                  ,Ernakulam           ,Kerala                                                                                                                                                ,Kunnathunad                                       ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,49006.7,60524.35,58995.6,69865.6,68458.7,0,0,0,0,306850.95
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y00591,AT & T GLOBAL NETWORK SERVICES (INDIA) PVT LTD_TAMIL NADU                                           ,Z00001,AT & T GLOBAL NETWORK SERVICES (INDIA) PVT LTD                                                      ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,6558.2,4252,8318,4476,7106,2348,1900,1900,0,36858.2
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y00023,Iron Mountain India Pvt Ltd_TAMIL NADU                                                              ,Z00001,Sengadu 3385                                                                                        ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Kanchipuram                                       ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,0,2922.98,0,4312.12,1988.2,2115.54,0,2211.04,0,13549.88
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y01249,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_TAMIL NADU                                     ,Z00007,CKC CAMPUS                                                                                          ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Saidapet                                          ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,861402.75,930678.8,569002.35,1095322.4,1044380.15,859422.35,940488.35,878802.45,858052.25,8037551.85
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y01249,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_TAMIL NADU                                     ,Z00029,CTS CKC CAMPUS                                                                                      ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,774175.85,0,36000,0,0,0,0,0,0,810175.85
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y01088,ILV District Park Private Limited                                                                   ,Z00016,Facility Code TBD - CHN                                                                             ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Tiruvallur                                        ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,0,65984.44,0,67940.86,44886.86,0,0,0,27522.38,206334.54
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y01249,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_TAMIL NADU                                     ,Z00080,CTS SIPCOT CHENNAI                                                                                  ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Kanchipuram                                       ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,666559.25,742980.35,717673.55,783447.2,706343.4,704871.55,517535.45,449252.1,613572.55,5902235.4
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y01249,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_TAMIL NADU                                     ,Z00025,CTS CCC SEZ1                                                                                        ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Coimbatore                                        ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,36000,900432.8,941991.25,998691.6,1003327.25,997081.2,787823.5,729658.8,796112.5,7191118.9
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y01249,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED_TAMIL NADU                                     ,Z00079,CTS STPI  CHENNAI                                                                                   ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,648005.15,604253.4,539253.2,467168.3,419427.85,493230.2,321942.4,285304.75,365758.15,4144343.4
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y02151,GE Power Conversion India Pvt Ltd_TAMIL NADU                                                        ,Z00001,GE Power Conversion India Pvt Ltd                                                                   ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Kanchipuram                                       ,Facility                                                              ,CORPORATE-LOCAL                                                       ,46944,2832,0,0,0,0,0,0,0,49776
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y02149,GE INDIA INDUSTRIAL PRIVATE LIMITED_TAMIL NADU                                                      ,Z00002,GE INDIA RAMNATH TOWER                                                                              ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Facility                                                              ,CORPORATE-LOCAL                                                       ,68530,35245,38955,77501,74193,69571,63326,65073,63248,555642
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y02156,GE T&D INDIA LIMITED_TAMIL NADU                                                                     ,Z00002,GE T&D PALLAVARAM                                                                                   ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Facility                                                              ,CORPORATE-LOCAL                                                       ,0,0,0,22365,2862,0,0,28944,0,54171
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y02870,IRON MOUNTAIN_TAMIL NADU                                                                            ,Z00003,One Point Warehouse                                                                                 ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,TIRUVALLUR                                        ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,0,0,0,38563.25,38563.25
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y02153,GE Renewable Energy_TAMIL NADU                                                                      ,Z00001,GE Renewable Energy                                                                                 ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Sriperumbudur                                     ,Facility                                                              ,CORPORATE-LOCAL                                                       ,12201.8,7885,12142,12475,11769,12251,12421,12421,12492,106057.8
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y04968,Recall_TAMIL NADU                                                                                   ,      ,                                                                                                    ,TAMIL NADU                              ,CHENNAI             ,UNKNOWN                                                                                                                                               ,UNKNOWN                                           ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,55621.1,0,0,0,55621.1
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y02870,IRON MOUNTAIN_TAMIL NADU                                                                            ,Z00002,Facility Code 2327                                                                                  ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Chengalpattu                                      ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,0,9524.65,0,3264.44,6547.08,10940.18,0,10685.5,0,40961.85
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y04537,PHILIPS GLOBAL BUSINESS SERVICES LLP_TAMIL NADU                                                     ,Z00001,PHILIPS GLOBAL BUSINESS SERVICES LLP                                                                ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,174261.17,67415,116304.66,134941,116895,0,0,0,0,609816.83
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y06428,UPS Logistics Pvt Ltd_TAMIL NADU                                                                    ,Z00001,UPS Logistics Pvt Ltd                                                                               ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Facility                                                              ,CORPORATE-LOCAL                                                       ,25548,41967,28516,77924,28236,78042.2,30308,77932,78687.2,467160.4
TN,DG0391,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED                                                ,D00665,CBRE SOUTH ASIA PRIVATE LIMITED_TAMILNADU                                                           ,Y04968,Recall_TAMIL NADU                                                                                   ,Z00001,Facility Code 3014                                                                                  ,TAMIL NADU                              ,CHENNAI             ,Tamil Nadu                                                                                                                                            ,Chengalpattu                                      ,Facility                                                              ,CORPORATE-PAN INDIA                                                   ,0,73612,0,111401.2,32255.15,0,0,55520.19,48159.88,320948.42
TN,DG0420,CINEPOLIS INDIA PRIVATE LIMITED                                                                     ,D00718,CINEPOLIS INDIA PRIVATE LIMITED_KERALA                                                              ,Y01174,CINEPOLIS INDIA PRIVTE LIMITED_KERALA                                                               ,Z00001,22020119 C. Gokulam Galleria Kozhikode                                                              ,KERALA                                  ,Ernakulam           ,Kerala                                                                                                                                                ,Kozhikode                                         ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,0,3400,0,5780,5780,14960
TN,DG0420,CINEPOLIS INDIA PRIVATE LIMITED                                                                     ,D00718,CINEPOLIS INDIA PRIVATE LIMITED_KERALA                                                              ,Y01173,CINEPOLIS INDIA PRIVATE LIMITED_KERALA                                                              ,Z00051,22020161-C. Secura Center Kann                                                                      ,KERALA                                  ,Ernakulam           ,Kerala                                                                                                                                                ,Kannur                                            ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,5440,0,0,0,0,0,6120,6120,17680
TN,DG0420,CINEPOLIS INDIA PRIVATE LIMITED                                                                     ,D00724,CINEPOLIS INDIA PRIVATE LIMITED_TAMILNADU                                                           ,Y01173,CINEPOLIS INDIA PRIVATE LIMITED_TAMIL NADU                                                          ,Z00026,22020062 Fun Republic                                                                               ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Coimbatore                                        ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,5100,0,5780,5780,0,5780,5780,28220
TN,DG0420,CINEPOLIS INDIA PRIVATE LIMITED                                                                     ,D00724,CINEPOLIS INDIA PRIVATE LIMITED_TAMILNADU                                                           ,Y01173,CINEPOLIS INDIA PRIVATE LIMITED_TAMIL NADU                                                          ,Z00019,22020053 BSR Mall                                                                                   ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-PAN INDIA                                                   ,0,0,0,0,12600,-2100,0,0,0,10500
TN,DG0426,CITY LINERS GLOBAL LTD                                                                              ,D00736,CITY LINERS GLOBAL LTD_TAMILNADU                                                                    ,Y01188,CITY LINERS GLOBAL LTD_TAMIL NADU                                                                   ,Z00002,Thirumudivakkam                                                                                     ,TAMIL NADU                              ,Chennai             ,Tamil Nadu                                                                                                                                            ,Chennai                                           ,Direct Customer                                                       ,CORPORATE-LOCAL                                                       ,3160,1600,1600,3160,3680,1600,3680,3680,1600,23760
TN,DG0431,CM ENTERPRISES                                                                                      ,D00747,CM ENTERPRISES_TAMIL NADU                                                                           ,Y01221,CM ENTERPRISES_TAMIL NADU                                                                           ,Z00001,CM ENTERPRISES_NON SUPPORT MODEL                                                                    ,TAMIL NADU                              ,Poonamallee         ,Tamil Nadu                                                                                                                                            ,Poonamallee                                       ,Distributor                                                           ,DISTRIBUTOR                                                           ,10500,142115.54,62624,55891.54,54941,32583.54,3000,44105.54,48324.54,454085.7
